devrx_packets,devtxAP_packets,devrxAP_packets,devtx_packets,phyrx0k_packets,phyrxerrortrace_packets,phytx_packets,retransmissions,avg_datarate,ocupacion,throughput,goodThroughput,retransmissionsPerPacket,w,c,tam_red,num_stas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,70.0,29.0
1.0,1.0,3.0,4.0,9.0,0.0,3.0,0.0,6.0,0.05461333333333333,0.19328,0.17968,0.0,2.0,10.0,70.0,29.0
0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,6.9,0.05936231884057971,0.44848,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,10.2,0.04015686274509803,0.436,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,12.0,0.03413333333333333,0.436,0.436,0.0,2.0,10.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,14.4,0.02844444444444444,0.436,0.436,0.0,2.0,10.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,19.2,0.021333333333333333,0.436,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,24.0,0.017066666666666664,0.436,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.436,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,4.0,4.0,10.0,0.0,4.0,0.0,21.6,0.015170370370370369,0.36256,0.3488,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,17.0,0.0,5.0,0.0,19.058823529411764,0.021491358024691355,0.46656,0.436,0.0,6.0,6.0,70.0,29.0
0.0,0.0,5.0,5.0,12.0,0.0,5.0,0.0,26.0,0.015753846153846153,0.45408,0.436,0.0,2.0,10.0,70.0,29.0
0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,36.0,0.011377777777777777,0.44288,0.436,0.0,3.0,9.0,70.0,29.0
1.0,1.0,11.0,11.0,14.0,0.0,11.0,0.0,23.357142857142858,0.03858006116207951,0.884,0.87728,0.0,6.0,6.0,70.0,29.0
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,31.5,0.026006349206349203,0.872,0.872,0.0,4.0,8.0,70.0,29.0
0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,31.8,0.025761006289308174,0.872,0.872,0.0,2.0,10.0,70.0,29.0
0.0,0.0,9.0,10.0,9.0,0.0,10.0,0.0,33.0,0.024824242424242426,0.872,0.7848,0.0,2.0,10.0,70.0,29.0
0.0,0.0,9.0,9.0,14.0,0.0,9.0,0.0,24.857142857142858,0.029660689655172413,0.79728,0.7848,0.0,2.0,10.0,70.0,29.0
0.0,0.0,10.0,9.0,15.0,0.0,9.0,0.0,24.0,0.03072,0.79728,0.872,0.0,5.0,7.0,70.0,29.0
0.0,0.0,10.0,10.0,20.0,0.0,10.0,0.0,21.0,0.039009523809523806,0.89696,0.872,0.0,2.0,10.0,70.0,29.0
2.0,2.0,19.0,19.0,24.0,1.0,20.0,1.0,18.72,0.08314529914529914,1.58928,1.49296,0.05,6.0,6.0,70.0,29.0
